PCA_1,PCA_2,PCA_3
-1.237041973377125,0.03343686080064867,-0.9806262153856456
-1.2374562542374714,0.027236825758348703,-0.9443036351861449
-1.237182597299625,0.02688803532306172,-1.0226175484976732
-1.2373107980119977,0.03260851858078274,-0.9352747177480729
-1.236938525787498,0.03323874547841488,-0.9150095455011517
-1.237288463659758,0.03091037645608995,-1.0131122025815942
-1.2368285794674283,0.028673405764337963,-0.8510772250890409
-1.2371063789050711,0.03234901656002239,-0.9395100921853813
-1.2368561116665195,0.03318519677933366,-0.9143782867597781
-1.2369539977485788,0.03200518716426332,-0.9193508751420238
-1.236874293371605,0.027862449282527776,-0.9199810559708081
-1.2375896404327411,0.031422167821141565,-0.9620980110280994
-1.2373537279217708,0.021361957842761403,-0.926982273739932
-1.236818797903068,0.03336621541002619,-0.9340626296810454
-1.2372254958675994,0.030856223611778484,-1.0101973565830293
-1.2370286566954658,0.02909089474820321,-0.8895047848257044
-1.2370581444512327,0.03434773383230735,-0.8936792261822275
-1.236746469099213,0.03523527489526727,-0.8625747367049809
-1.2367403787282745,0.033741525915859986,-0.9212765871387276
-1.237447980855067,0.030392178108668056,-1.0071735854338493
-1.2371393023364883,0.03269213548623877,-0.9551731355635114
-1.2371552784751247,0.028013817352344365,-0.9014667711522197
-1.236895092730827,0.0269854901139934,-1.0310954886840555
-1.2371911448563233,0.03163742874230659,-0.9874109264848642
-1.2368751946192205,0.027487165033989687,-0.9160852499919164
-1.2370378183627664,0.024592228952302043,-1.0342998734747928
-1.2374835857037834,0.03273057650600032,-0.948482601854515
-1.236734017259022,0.0326091251444802,-0.9310875752762972
-1.2377450701147439,0.0239317297181592,-0.9404384774045198
-1.2368754986723136,0.02442033547537752,-0.9359580813961145
-1.237577642868826,0.026737200117046615,-0.9696166038907619
-1.2370126619552622,0.03278357734800997,-0.971842700445928
-1.2370699879649247,0.029146972563788325,-0.9480156138159079
-1.2374180113781235,0.026222651847162114,-0.9697978373553798
-1.23762378137835,0.029621107114480384,-0.9509270175206314
-1.2371545166209188,0.03125581503812495,-0.9864457259345691
-1.2375265194070317,0.024510063119261995,-0.9531323009428297
-1.237288386818541,0.026030828034096596,-0.8243102736519092
-1.2368513075595826,0.027859065133972814,-1.032629857663631
-1.237296275607666,0.02989596419905549,-1.0284696762328196
-1.2374000632900888,0.03184036962750882,-0.9848827205347244
-1.2371498689463112,0.02898332634530451,-0.9410688073716494
-1.2373648322453341,0.031421118049009114,-1.0141129585423938
-1.2373636885799781,0.031723687601294126,-0.9761887996729752
-1.237205194453699,0.028320465060802935,-1.039055100710452
-1.23731091827158,0.025947983778111184,-0.9563203838969524
-1.2366071291507523,0.02991185372055687,-0.957058687338196
-1.237515689716645,0.03234901054093035,-0.9419541423636733
-1.2373485234994122,0.028113223242226797,-0.9695984601807198
-1.2372293484521075,0.027557388699252554,-0.9475671013846496
-1.23698529876215,0.03062522250693957,-1.0419837407995005
-1.2372793432860774,0.03156803802334386,-0.9733683442751072
-1.2375535808056857,0.023422222372537802,-0.9092233117240673
-1.2371665021100022,0.0314681502113652,-1.0019542045681058
-1.2365718763035762,0.034741382508740024,-0.9390441849956586
-1.2371292192381598,0.03219583084747759,-0.8743083889603196
-1.2371708934175303,0.03271249164437456,-0.933688273764777
-1.2370428996261744,0.01963837254413692,-1.008313620323897
-1.2375681862804204,0.03282811471488292,-0.9447864904780231
-1.2369442703325835,0.034002017037446264,-0.857486065613383
-1.2369822726220145,0.025076200512117158,-0.9910380401658823
-1.237352883135289,0.03131851232475844,-1.001854897044207
-1.2366713751491993,0.03192632479398566,-0.9100784727856986
-1.2370688377279464,0.0320256364867242,-0.9379571012244832
-1.237341212166734,0.03179912608553246,-1.0261699218507523
-1.2369786891349255,0.03222309524345963,-0.9021192261972285
-1.2369519644486702,0.03131600391467986,-1.0101775228343237
-1.2372729282513468,0.030577957015351775,-0.9189338223567036
-1.2374243101159617,0.030993889929375316,-0.9577247788199893
-1.2371057050771777,0.027252559335721144,-0.9485072311660743
-1.2375155560875508,0.03202316578718357,-0.9546048420709876
-1.2369105504448803,0.026062476226994452,-1.0748610038423945
