PCA_1,PCA_2,PCA_3,SubjectID,Rank,UpdateDT,RankChange
-16.625074710007965,-9.37245957475028,2.0400297486001087,519,139,2021-11-11 20:22:00,29.0
7.778426279212027,19.386101858349903,5.543780861758698,519,135,2021-12-06 10:47:00,-4.0
29.209028596904886,15.290220234437825,-7.25673461653601,519,152,2021-12-28 09:44:00,17.0
-206.28794960399986,1.9720373445654644,-5.632049911570258,520,183,2021-05-06 14:13:00,63.0
-196.60777300834405,64.82978077459366,-1.9565392632757082,520,136,2021-05-15 21:41:00,-47.0
-189.14056298957877,17.69281066726556,-7.004629134929429,520,169,2021-05-24 10:53:00,33.0
-179.50934731086332,50.66719688551184,2.6341453003695072,520,144,2021-06-02 13:51:00,-25.0
-167.78004252538298,25.649692226747973,-0.7148138187265705,520,133,2021-06-13 22:57:00,-11.0
-160.1413101017577,14.470358750538438,-7.928183892616131,520,139,2021-06-22 11:35:00,6.0
-149.76625363242226,20.561259395014062,2.2107054055618676,520,144,2021-07-01 16:34:00,5.0
-138.84733887599893,25.427991896303965,-1.8324082152980505,520,144,2021-07-13 10:53:00,0.0
-131.1422680283672,25.37088236570743,-8.721411714905724,520,159,2021-07-20 21:38:00,15.0
-113.43176178502561,40.25666983755845,4.411398870111711,520,161,2021-08-06 16:31:00,2.0
-103.8517878811515,42.226494160953806,-6.298757927577244,520,140,2021-08-17 11:33:00,-21.0
-79.30203075727135,20.924706374511473,7.308321534176315,520,140,2021-09-09 21:22:00,0.0
-52.17767778967212,20.77290443178954,9.805424105984315,520,116,2021-10-06 21:07:00,-24.0
-38.100005462882876,-3.2201242904564396,-7.44386266920643,520,181,2021-10-21 14:41:00,65.0
-16.115204103914778,61.60223627775447,2.2349408525332635,520,231,2021-11-11 20:22:00,50.0
8.458323427352752,111.48903755768076,5.824447598382267,520,228,2021-12-06 10:47:00,-3.0
29.96007310412935,108.2130822894568,-7.300926855460377,520,238,2021-12-28 09:44:00,10.0
67.97790267915309,117.97862034868477,16.250242011541435,520,223,2022-02-02 17:20:00,-15.0
95.48538304049254,102.81093804090379,7.614765031809647,520,213,2022-03-03 08:29:00,-10.0
128.54614544698018,92.70647087994563,8.921789875917032,520,230,2022-04-05 07:57:00,17.0
158.44553103737496,109.3843290415784,4.685458486330852,520,179,2022-05-04 22:07:00,-51.0
187.10676813432207,58.193658324378234,3.6048895014096622,520,220,2022-06-03 07:46:00,41.0
220.43982967324735,98.86917725959184,4.702432510835635,520,206,2022-07-06 09:11:00,-14.0
247.13402048464377,84.70652560622192,-0.5492564597458411,520,221,2022-08-02 11:02:00,15.0
285.5253075218823,99.39835944949984,4.025407959924014,520,209,2022-09-08 15:13:00,-12.0
314.0602273051404,87.19409383787776,-4.132871375302608,520,209,2022-10-07 18:20:00,0.0
317.93335783039595,87.19331671829097,-28.767783488478052,520,204,2022-10-13 08:42:00,-5.0
-206.28373225829299,1.9286916295507837,-5.563836453943521,521,182,2021-05-06 14:13:00,62.0
-196.59045784567803,63.77267445014043,-2.100357155898891,521,227,2021-05-15 21:41:00,45.0
-188.4719870740317,108.63461272059892,-7.146570262599774,521,152,2021-05-24 10:53:00,-75.0
-179.60993873018566,33.709240813855146,2.7924550139207582,521,166,2021-06-02 13:51:00,14.0
-167.60712124955805,47.564950914623054,-0.7207266081025026,521,161,2021-06-13 22:57:00,-5.0
-159.9818125676618,42.55779206159319,-7.636557401725691,521,148,2021-06-22 11:35:00,-13.0
-149.7024680626133,29.612445568381716,2.043615458090674,521,148,2021-07-01 16:34:00,0.0
-138.79765805302173,29.325781950835122,-2.3302397862707114,521,134,2021-07-13 10:53:00,-14.0
-131.21763224995397,15.471250155611713,-8.630306151421475,521,147,2021-07-20 21:38:00,13.0
-113.50146194467355,28.181161908023128,4.101078974278575,521,134,2021-08-06 16:31:00,-13.0
-103.99394314271117,15.195346713883296,-6.071989792888665,521,186,2021-08-17 11:33:00,52.0
-78.93200946181554,66.9294172990874,7.433612304484555,521,186,2021-09-09 21:22:00,0.0
-51.807928382763436,66.74648822692374,10.104199212957063,521,181,2021-10-06 21:07:00,-5.0
-37.62024101817778,61.64383351369334,-7.805453731552623,521,182,2021-10-21 14:41:00,1.0
-16.038884767402237,62.74914481585553,2.5839966366801512,521,228,2021-11-11 20:22:00,46.0
8.482483108058943,108.47175778263419,5.969851287456628,521,229,2021-12-06 10:47:00,1.0
29.934719418729628,109.30365181904374,-6.783110370975688,521,237,2021-12-28 09:44:00,8.0
67.97314614774268,117.04457081244404,16.316836720634246,521,224,2022-02-02 17:20:00,-13.0
95.45017406550869,103.8384650335836,7.583069830397395,521,215,2022-03-03 08:29:00,-9.0
128.5031909364452,94.60791187527842,8.709185088762602,521,232,2022-04-05 07:57:00,17.0
158.47641606989157,111.40344774965608,4.796129514020798,521,212,2022-05-04 22:07:00,-20.0
187.28775109357434,91.22853185022463,4.03554529466771,521,208,2022-06-03 07:46:00,-4.0
220.33110010646033,86.9762405620365,4.605211873300863,521,162,2022-07-06 09:11:00,-46.0
246.79111167851926,40.81134346171153,-0.5979373778134978,521,180,2022-08-02 11:02:00,18.0
285.20350442447153,58.425133266995786,3.628670839245178,521,182,2022-09-08 15:13:00,2.0
313.84014832631806,60.20428756912575,-4.559104040091352,521,182,2022-10-07 18:20:00,0.0
317.6756890350151,60.11852639052363,-29.29018338689959,521,171,2022-10-13 08:42:00,-11.0
-206.34264353120827,2.0498661837174126,-5.491208516787593,522,205,2021-05-06 14:13:00,85.0
-196.44369565826904,86.80288999693421,-2.015289505227612,522,207,2021-05-15 21:41:00,2.0
-188.62937657699226,88.76720505241336,-6.966142552480445,522,215,2021-05-24 10:53:00,8.0
-179.2122981743439,96.72239165422486,2.6301594860147794,522,199,2021-06-02 13:51:00,-16.0
-167.39492016410475,80.64599038737215,-0.7055054283487934,522,193,2021-06-13 22:57:00,-6.0
-159.725514664778,74.56102869021866,-7.79429201217099,522,193,2021-06-22 11:35:00,0.0
-149.38165454230528,74.46893335255074,1.8524612549767348,522,191,2021-07-01 16:34:00,-2.0
-138.48887388337394,72.33526288920548,-2.4406120485020075,522,197,2021-07-13 10:53:00,6.0
